  NO     TB   C1    K1   C2    K2   F
 825   1288    1  1312    0     0   0
 826   1352    1  1376    0     0   0
 827   1384    1  1408    0     0   0
 828   1416    1  1440    0     0   0
 829   1416    1  1440    0     0   0
 830   1384    1  1408    0     0   0
 831   1416    1  1440    0     0   0
 832   1480    1  1504    0     0   0
 833   1544    1  1568    0     0   0
 834   1544    1  1568    0     0   0
 835   1608    1  1632    0     0   0
 836   1672    1  1696    0     0   0
 837   1672    1  1696    0     0   0
 838   1736    1  1760    0     0   0
 839   1800    1  1824    0     0   0
 840   1800    1  1824    0     0   0
 841   1864    1  1888    0     0   0
 842   1928    1  1952    0     0   0
 843   1992    1  2016    0     0   0
 844   2024    1  2048    0     0   0
 845   2088    1  2112    0     0   0
 846   2152    1  2176    0     0   0
 847   2216    1  2240    0     0   0
 848   2280    1  2304    0     0   0
 849   2344    1  2368    0     0   0
 850   2216    1  2240    0     0   0
 851   2280    1  2304    0     0   0
 852   2344    1  2368    0     0   0
 853   2408    1  2432    0     0   0
 854   2472    1  2496    0     0   0
 855   2600    1  2624    0     0   0
 856   2664    1  2688    0     0   0
 857   2728    1  2752    0     0   0
 858   2792    1  2816    0     0   0
 859   2856    1  2880    0     0   0
 860   2728    1  2752    0     0   0
 861   2792    1  2816    0     0   0
 862   2856    1  2880    0     0   0
 863   2984    1  3008    0     0   0
 864   3112    1  3136    0     0   0
 865   3112    1  3136    0     0   0
 866   3240    1  3264    0     0   0
 867   3368    1  3392    0     0   0
 868   3496    1  3520    0     0   0
 869   3496    1  3520    0     0   0
 870   3240    1  3264    0     0   0
 871   3368    1  3392    0     0   0
 872   3496    1  3520    0     0   0
 873   3496    1  3520    0     0   0
 874   3624    1  3648    0     0   0
 875   3752    1  3776    0     0   0
 876   3880    1  3904    0     0   0
 877   4008    1  4032    0     0   0
 878   4136    1  4160    0     0   0
 879   4136    1  4160    0     0   0
 880   3752    1  3776    0     0   0
 881   3880    1  3904    0     0   0
 882   4008    1  4032    0     0   0
 883   4136    1  4160    0     0   0
 884   4264    1  4288    0     0   0
 885   4392    1  4416    0     0   0
 886   4584    1  4608    0     0   0
 887   4584    1  4608    0     0   0
 888   4776    1  4800    0     0   0
 889   4968    1  4992    0     0   0
 890   4392    1  4416    0     0   0
 891   4584    1  4608    0     0   0
 892   4584    1  4608    0     0   0
 893   4776    1  4800    0     0   0
 894   4968    1  4992    0     0   0
 895   4968    1  4992    0     0   0
 896   5160    1  5184    0     0   0
 897   5352    1  5376    0     0   0
 898   5544    1  5568    0     0   0
 899   5544    1  5568    0     0   0
 900   4968    1  4992    0     0   0
 901   5160    1  5184    0     0   0
 902   5160    1  5184    0     0   0
 903   5352    1  5376    0     0   0
 904   5544    1  5568    0     0   0
 905   5736    1  5760    0     0   0
 906   5736    1  5760    0     0   0
 907   5992    1  6016    0     0   0
 908   6200    2  3136    0  3072   0
 909   6200    2  3136    0  3072   0
 910   5544    1  5568    0     0   0
 911   5736    1  5760    0     0   0
 912   5736    1  5760    0     0   0
 913   5992    1  6016    0     0   0
 914   6200    2  3136    0  3072   0
 915   6200    2  3136    0  3072   0
 916   6456    2  3264    0  3200   0
 917   6712    2  3392    0  3328   0
 918   6712    2  3392    0  3328   0
 919   6968    2  3520    0  3456   0
 920   6200    2  3136    0  3072   0
 921   6456    2  3264    0  3200   0
 922   6712    2  3392    0  3328   0
 923   6968    2  3520    0  3456   0
 924   6968    2  3520    0  3456   0
 925   7224    2  3648    0  3584   0
 926   7480    2  3776    0  3712   0
 927   7736    2  3904    0  3840   0
 928   7736    2  3904    0  3840   0
 929   7992    2  4032    0  3968   0
 930   6968    2  3520    0  3456   0
 931   7224    2  3648    0  3584   0
 932   7480    2  3776    0  3712   0
 933   7736    2  3904    0  3840   0
 934   7992    2  4032    0  3968   0
 935   8248    2  4160    0  4096   0
 936   8504    2  4288    0  4224   0
 937   8760    2  4416    0  4352   0
 938   8760    2  4416    0  4352   0
 939   9144    2  4608    0  4544   0
 940   7992    2  4032    0  3968   0
 941   8248    2  4160    0  4096   0
 942   8504    2  4288    0  4224   0
 943   8760    2  4416    0  4352   0
 944   9144    2  4608    0  4544   0
 945   9144    2  4608    0  4544   0
 946   9528    2  4800    0  4736   0
 947   9912    2  4992    0  4928   0
 948   9912    2  4992    0  4928   0
 949  10296    2  5184    0  5120   0
 950   8760    2  4416    0  4352   0
 951   9144    2  4608    0  4544   0
 952   9528    2  4800    0  4736   0
 953   9912    2  4992    0  4928   0
 954   9912    2  4992    0  4928   0
 955  10296    2  5184    0  5120   0
 956  10680    2  5376    0  5312   0
 957  11064    2  5568    0  5504   0
 958  11064    2  5568    0  5504   0
 959  11448    2  5760    0  5696   0
 960   9528    2  4800    0  4736   0
 961   9912    2  4992    0  4928   0
 962  10296    2  5184    0  5120   0
 963  10296    2  5184    0  5120   0
 964  10680    2  5376    0  5312   0
 965  11064    2  5568    0  5504   0
 966  11448    2  5760    0  5696   0
 967  11832    2  5952    0  5888   0
 968  11832    2  5952    0  5888   0
 969  12216    2  6144    0  6080   0
 970   9912    2  4992    0  4928   0
 971  10296    2  5184    0  5120   0
 972  10680    2  5376    0  5312   0
 973  11064    2  5568    0  5504   0
 974  11448    2  5760    0  5696   0
 975  11832    2  5952    0  5888   0
 976  12216    2  6144    0  6080   0
 977  12216    2  6144    0  6080   0
 978  12576    3  4224    0  4160   0
 979  12960    3  4352    0  4288   0
 980  11064    2  5568    0  5504   0
 981  11448    2  5760    0  5696   0
 982  11832    2  5952    0  5888   0
 983  12216    2  6144    0  6080   0
 984  12576    3  4224    0  4160   0
 985  12960    3  4352    0  4288   0
 986  13536    3  4544    0  4480   0
 987  13536    3  4544    0  4480   0
 988  14112    3  4736    0  4672   0
 989  14688    3  4928    0  4864   0
 990  12216    2  6144    0  6080   0
 991  12576    3  4224    0  4160   0
 992  12960    3  4352    0  4288   0
 993  13536    3  4544    0  4480   0
 994  14112    3  4736    0  4672   0
 995  14112    3  4736    0  4672   0
 996  14688    3  4928    0  4864   0
 997  15264    3  5120    0  5056   0
 998  15264    3  5120    0  5056   0
 999  15840    3  5312    0  5248   0
1000  13536    3  4544    0  4480   0
1001  13536    3  4544    0  4480   0
1002  14112    3  4736    0  4672   0
1003  14688    3  4928    0  4864   0
1004  15264    3  5120    0  5056   0
1005  15264    3  5120    0  5056   0
1006  15840    3  5312    0  5248   0
1007  16416    3  5504    0  5440   0
1008  16992    3  5696    0  5632   0
1009  16992    3  5696    0  5632   0
1010  14688    3  4928    0  4864   0
1011  14688    3  4928    0  4864   0
1012  15264    3  5120    0  5056   0
1013  15840    3  5312    0  5248   0
1014  16416    3  5504    0  5440   0
1015  16992    3  5696    0  5632   0
1016  16992    3  5696    0  5632   0
1017  17568    3  5888    0  5824   0
1018  18336    3  6144    0  6080   0
1019  18336    3  6144    0  6080   0
1020  15840    3  5312    0  5248   0
1021  15840    3  5312    0  5248   0
1022  16416    3  5504    0  5440   0
1023  16992    3  5696    0  5632   0
1024  17568    3  5888    0  5824   0
1025  18336    3  6144    0  6080   0
1026  18336    3  6144    0  6080   0
1027  19080    4  4800    0  4736   0
1028  19848    4  4992    0  4928   0
1029  19848    4  4992    0  4928   0
1030  16992    3  5696    0  5632   0
1031  16992    3  5696    0  5632   0
1032  17568    3  5888    0  5824   0
1033  18336    3  6144    0  6080   0
1034  19080    4  4800    0  4736   0
1035  19080    4  4800    0  4736   0
1036  19848    4  4992    0  4928   0
1037  20616    4  5184    0  5120   0
1038  21384    4  5376    0  5312   0
1039  21384    4  5376    0  5312   0
1040  17568    3  5888    0  5824   0
1041  18336    3  6144    0  6080   0
1042  19080    4  4800    0  4736   0
1043  19848    4  4992    0  4928   0
1044  19848    4  4992    0  4928   0
1045  20616    4  5184    0  5120   0
1046  21384    4  5376    0  5312   0
1047  22152    4  5568    0  5504   0
1048  22152    4  5568    0  5504   0
1049  22920    4  5760    0  5696   0
1050  19080    4  4800    0  4736   0
1051  19848    4  4992    0  4928   0
1052  19848    4  4992    0  4928   0
1053  20616    4  5184    0  5120   0
1054  21384    4  5376    0  5312   0
1055  22152    4  5568    0  5504   0
1056  22920    4  5760    0  5696   0
1057  22920    4  5760    0  5696   0
1058  23688    4  5952    0  5888   0
1059  24496    5  4928    0  4864   0
1060  19848    4  4992    0  4928   0
1061  20616    4  5184    0  5120   0
1062  20616    4  5184    0  5120   0
1063  21384    4  5376    0  5312   0
1064  22152    4  5568    0  5504   0
1065  22920    4  5760    0  5696   0
1066  23688    4  5952    0  5888   0
1067  24496    5  4928    0  4864   0
1068  24496    5  4928    0  4864   0
1069  25456    5  5120    0  5056   0
1070  22920    4  5760    0  5696   0
1071  23688    4  5952    0  5888   0
1072  24496    5  4928    0  4864   0
1073  25456    5  5120    0  5056   0
1074  25456    5  5120    0  5056   0
1075  26416    5  5312    0  5248   0
1076  27376    5  5504    0  5440   0
1077  28336    5  5696    0  5632   0
1078  29296    5  5888    0  5824   0
1079  29296    5  5888    0  5824   0
1080   1128    1  1152    0     0   0
1081   1160    1  1184    0     0   0
1082   1192    1  1216    0     0   0
1083   1224    1  1248    0     0   0
1084   1256    1  1280    0     0   0
1085   1256    1  1280    0     0   0
1086   1288    1  1312    0     0   0
1087   1320    1  1344    0     0   0
1088   1352    1  1376    0     0   0
1089   1384    1  1408    0     0   0
1090   1480    1  1504    0     0   0
1091   1544    1  1568    0     0   0
1092   1544    1  1568    0     0   0
1093   1608    1  1632    0     0   0
1094   1608    1  1632    0     0   0
1095   1672    1  1696    0     0   0
1096   1736    1  1760    0     0   0
1097   1736    1  1760    0     0   0
1098   1800    1  1824    0     0   0
1099   1800    1  1824    0     0   0
1100   1800    1  1824    0     0   0
1101   1864    1  1888    0     0   0
1102   1928    1  1952    0     0   0
1103   1992    1  2016    0     0   0
1104   2024    1  2048    0     0   0
1105   2088    1  2112    0     0   0
1106   2088    1  2112    0     0   0
1107   2152    1  2176    0     0   0
1108   2216    1  2240    0     0   0
1109   2216    1  2240    0     0   0
1110   2408    1  2432    0     0   0
1111   2472    1  2496    0     0   0
1112   2536    1  2560    0     0   0
1113   2536    1  2560    0     0   0
1114   2600    1  2624    0     0   0
1115   2664    1  2688    0     0   0
1116   2728    1  2752    0     0   0
1117   2792    1  2816    0     0   0
1118   2856    1  2880    0     0   0
1119   2856    1  2880    0     0   0
1120   2984    1  3008    0     0   0
1121   2984    1  3008    0     0   0
1122   3112    1  3136    0     0   0
1123   3112    1  3136    0     0   0
1124   3240    1  3264    0     0   0
1125   3240    1  3264    0     0   0
1126   3368    1  3392    0     0   0
1127   3496    1  3520    0     0   0
1128   3496    1  3520    0     0   0
1129   3624    1  3648    0     0   0
1130   3624    1  3648    0     0   0
1131   3752    1  3776    0     0   0
1132   3752    1  3776    0     0   0
1133   3880    1  3904    0     0   0
1134   4008    1  4032    0     0   0
1135   4008    1  4032    0     0   0
1136   4136    1  4160    0     0   0
1137   4264    1  4288    0     0   0
1138   4392    1  4416    0     0   0
1139   4392    1  4416    0     0   0
1140   4264    1  4288    0     0   0
1141   4392    1  4416    0     0   0
1142   4584    1  4608    0     0   0
1143   4584    1  4608    0     0   0
1144   4776    1  4800    0     0   0
1145   4776    1  4800    0     0   0
1146   4968    1  4992    0     0   0
1147   4968    1  4992    0     0   0
1148   5160    1  5184    0     0   0
1149   5160    1  5184    0     0   0
1150   4968    1  4992    0     0   0
1151   5160    1  5184    0     0   0
1152   5352    1  5376    0     0   0
1153   5352    1  5376    0     0   0
1154   5544    1  5568    0     0   0
1155   5736    1  5760    0     0   0
1156   5736    1  5760    0     0   0
1157   5992    1  6016    0     0   0
1158   5992    1  6016    0     0   0
1159   6200    2  3136    0  3072   0
1160   5736    1  5760    0     0   0
1161   5992    1  6016    0     0   0
1162   5992    1  6016    0     0   0
1163   6200    2  3136    0  3072   0
1164   6200    2  3136    0  3072   0
1165   6456    2  3264    0  3200   0
1166   6456    2  3264    0  3200   0
1167   6712    2  3392    0  3328   0
1168   6968    2  3520    0  3456   0
1169   6968    2  3520    0  3456   0
1170   6456    2  3264    0  3200   0
1171   6712    2  3392    0  3328   0
1172   6712    2  3392    0  3328   0
1173   6968    2  3520    0  3456   0
1174   6968    2  3520    0  3456   0
1175   7224    2  3648    0  3584   0
1176   7480    2  3776    0  3712   0
1177   7480    2  3776    0  3712   0
1178   7736    2  3904    0  3840   0
1179   7992    2  4032    0  3968   0
1180   7224    2  3648    0  3584   0
1181   7480    2  3776    0  3712   0
1182   7480    2  3776    0  3712   0
1183   7736    2  3904    0  3840   0
1184   7992    2  4032    0  3968   0
1185   7992    2  4032    0  3968   0
1186   8248    2  4160    0  4096   0
1187   8504    2  4288    0  4224   0
1188   8504    2  4288    0  4224   0
1189   8760    2  4416    0  4352   0
1190   8248    2  4160    0  4096   0
1191   8504    2  4288    0  4224   0
1192   8760    2  4416    0  4352   0
1193   8760    2  4416    0  4352   0
1194   9144    2  4608    0  4544   0
1195   9144    2  4608    0  4544   0
1196   9528    2  4800    0  4736   0
1197   9528    2  4800    0  4736   0
1198   9912    2  4992    0  4928   0
1199   9912    2  4992    0  4928   0
1200   9528    2  4800    0  4736   0
1201   9528    2  4800    0  4736   0
1202   9912    2  4992    0  4928   0
1203   9912    2  4992    0  4928   0
1204  10296    2  5184    0  5120   0
1205  10680    2  5376    0  5312   0
1206  10680    2  5376    0  5312   0
1207  11064    2  5568    0  5504   0
1208  11064    2  5568    0  5504   0
1209  11448    2  5760    0  5696   0
1210  10680    2  5376    0  5312   0
1211  10680    2  5376    0  5312   0
1212  11064    2  5568    0  5504   0
1213  11448    2  5760    0  5696   0
1214  11448    2  5760    0  5696   0
1215  11832    2  5952    0  5888   0
1216  12216    2  6144    0  6080   0
1217  12216    2  6144    0  6080   0
1218  12576    3  4224    0  4160   0
1219  12960    3  4352    0  4288   0
1220  11832    2  5952    0  5888   0
1221  12216    2  6144    0  6080   0
1222  12216    2  6144    0  6080   0
1223  12576    3  4224    0  4160   0
1224  12960    3  4352    0  4288   0
1225  12960    3  4352    0  4288   0
1226  13536    3  4544    0  4480   0
1227  13536    3  4544    0  4480   0
1228  14112    3  4736    0  4672   0
1229  14112    3  4736    0  4672   0
1230  12576    3  4224    0  4160   0
1231  12960    3  4352    0  4288   0
1232  12960    3  4352    0  4288   0
1233  13536    3  4544    0  4480   0
1234  13536    3  4544    0  4480   0
1235  14112    3  4736    0  4672   0
1236  14688    3  4928    0  4864   0
1237  14688    3  4928    0  4864   0
1238  15264    3  5120    0  5056   0
1239  15264    3  5120    0  5056   0
1240  13536    3  4544    0  4480   0
1241  13536    3  4544    0  4480   0
1242  14112    3  4736    0  4672   0
1243  14112    3  4736    0  4672   0
1244  14688    3  4928    0  4864   0
1245  14688    3  4928    0  4864   0
1246  15264    3  5120    0  5056   0
1247  15840    3  5312    0  5248   0
1248  15840    3  5312    0  5248   0
1249  16416    3  5504    0  5440   0
1250  14688    3  4928    0  4864   0
1251  15264    3  5120    0  5056   0
1252  15264    3  5120    0  5056   0
1253  15840    3  5312    0  5248   0
1254  16416    3  5504    0  5440   0
1255  16416    3  5504    0  5440   0
1256  16992    3  5696    0  5632   0
1257  17568    3  5888    0  5824   0
1258  17568    3  5888    0  5824   0
1259  18336    3  6144    0  6080   0
1260  16416    3  5504    0  5440   0
1261  16416    3  5504    0  5440   0
1262  16992    3  5696    0  5632   0
1263  17568    3  5888    0  5824   0
1264  17568    3  5888    0  5824   0
1265  18336    3  6144    0  6080   0
1266  18336    3  6144    0  6080   0
1267  19080    4  4800    0  4736   0
1268  19080    4  4800    0  4736   0
1269  19848    4  4992    0  4928   0
1270  17568    3  5888    0  5824   0
1271  18336    3  6144    0  6080   0
1272  18336    3  6144    0  6080   0
1273  19080    4  4800    0  4736   0
1274  19080    4  4800    0  4736   0
1275  19848    4  4992    0  4928   0
1276  20616    4  5184    0  5120   0
1277  20616    4  5184    0  5120   0
1278  21384    4  5376    0  5312   0
1279  21384    4  5376    0  5312   0
1280  19080    4  4800    0  4736   0
1281  19848    4  4992    0  4928   0
1282  19848    4  4992    0  4928   0
1283  20616    4  5184    0  5120   0
1284  20616    4  5184    0  5120   0
1285  21384    4  5376    0  5312   0
1286  22152    4  5568    0  5504   0
1287  22152    4  5568    0  5504   0
1288  22920    4  5760    0  5696   0
1289  22920    4  5760    0  5696   0
1290  20616    4  5184    0  5120   0
1291  21384    4  5376    0  5312   0
1292  21384    4  5376    0  5312   0
1293  22152    4  5568    0  5504   0
1294  22920    4  5760    0  5696   0
1295  22920    4  5760    0  5696   0
1296  23688    4  5952    0  5888   0
1297  24496    5  4928    0  4864   0
1298  24496    5  4928    0  4864   0
1299  25456    5  5120    0  5056   0
1300  22152    4  5568    0  5504   0
1301  22920    4  5760    0  5696   0
1302  22920    4  5760    0  5696   0
1303  23688    4  5952    0  5888   0
1304  24496    5  4928    0  4864   0
1305  24496    5  4928    0  4864   0
1306  25456    5  5120    0  5056   0
1307  25456    5  5120    0  5056   0
1308  26416    5  5312    0  5248   0
1309  27376    5  5504    0  5440   0
1310  23688    4  5952    0  5888   0
1311  24496    5  4928    0  4864   0
1312  24496    5  4928    0  4864   0
1313  25456    5  5120    0  5056   0
1314  25456    5  5120    0  5056   0
1315  26416    5  5312    0  5248   0
1316  27376    5  5504    0  5440   0
1317  27376    5  5504    0  5440   0
1318  28336    5  5696    0  5632   0
1319  28336    5  5696    0  5632   0
1320  25456    5  5120    0  5056   0
1321  25456    5  5120    0  5056   0
1322  26416    5  5312    0  5248   0
1323  26416    5  5312    0  5248   0
1324  27376    5  5504    0  5440   0
1325  28336    5  5696    0  5632   0
1326  28336    5  5696    0  5632   0
1327  29296    5  5888    0  5824   0
1328  29296    5  5888    0  5824   0
1329  30576    5  6144    0  6080   0
1330  26416    5  5312    0  5248   0
1331  26416    5  5312    0  5248   0
1332  27376    5  5504    0  5440   0
1333  28336    5  5696    0  5632   0
1334  28336    5  5696    0  5632   0
1335  29296    5  5888    0  5824   0
1336  29296    5  5888    0  5824   0
1337  30576    5  6144    0  6080   0
1338  31704    6  5312    0  5248   0
1339  31704    6  5312    0  5248   0
1340  30576    5  6144    0  6080   0
1341  30576    5  6144    0  6080   0
1342  31704    6  5312    0  5248   0
1343  32856    6  5504    0  5440   0
1344  32856    6  5504    0  5440   0
1345  34008    6  5696    0  5632   0
1346  35160    6  5888    0  5824   0
1347  35160    6  5888    0  5824   0
1348  36696    6  6144    0  6080   0
1349  36696    6  6144    0  6080   0
1350   1416    1  1440    0     0   0
1351   1416    1  1440    0     0   0
1352   1480    1  1504    0     0   0
1353   1480    1  1504    0     0   0
1354   1544    1  1568    0     0   0
1355   1544    1  1568    0     0   0
1356   1608    1  1632    0     0   0
1357   1608    1  1632    0     0   0
1358   1608    1  1632    0     0   0
1359   1672    1  1696    0     0   0
1360   1864    1  1888    0     0   0
1361   1864    1  1888    0     0   0
1362   1928    1  1952    0     0   0
1363   1992    1  2016    0     0   0
1364   1992    1  2016    0     0   0
1365   2024    1  2048    0     0   0
1366   2088    1  2112    0     0   0
1367   2088    1  2112    0     0   0
1368   2152    1  2176    0     0   0
1369   2152    1  2176    0     0   0
1370   2280    1  2304    0     0   0
1371   2344    1  2368    0     0   0
1372   2344    1  2368    0     0   0
1373   2408    1  2432    0     0   0
1374   2472    1  2496    0     0   0
1375   2536    1  2560    0     0   0
1376   2536    1  2560    0     0   0
1377   2600    1  2624    0     0   0
1378   2664    1  2688    0     0   0
1379   2664    1  2688    0     0   0
1380   2984    1  3008    0     0   0
1381   2984    1  3008    0     0   0
1382   3112    1  3136    0     0   0
1383   3112    1  3136    0     0   0
1384   3240    1  3264    0     0   0
1385   3240    1  3264    0     0   0
1386   3368    1  3392    0     0   0
1387   3368    1  3392    0     0   0
1388   3496    1  3520    0     0   0
1389   3496    1  3520    0     0   0
1390   3624    1  3648    0     0   0
1391   3752    1  3776    0     0   0
1392   3752    1  3776    0     0   0
1393   3880    1  3904    0     0   0
1394   4008    1  4032    0     0   0
1395   4008    1  4032    0     0   0
1396   4136    1  4160    0     0   0
1397   4136    1  4160    0     0   0
1398   4264    1  4288    0     0   0
1399   4264    1  4288    0     0   0
1400   4584    1  4608    0     0   0
1401   4584    1  4608    0     0   0
1402   4776    1  4800    0     0   0
1403   4776    1  4800    0     0   0
1404   4776    1  4800    0     0   0
1405   4968    1  4992    0     0   0
1406   4968    1  4992    0     0   0
1407   5160    1  5184    0     0   0
1408   5160    1  5184    0     0   0
1409   5352    1  5376    0     0   0
1410   5352    1  5376    0     0   0
1411   5352    1  5376    0     0   0
1412   5544    1  5568    0     0   0
1413   5736    1  5760    0     0   0
1414   5736    1  5760    0     0   0
1415   5992    1  6016    0     0   0
1416   5992    1  6016    0     0   0
1417   5992    1  6016    0     0   0
1418   6200    2  3136    0  3072   0
1419   6200    2  3136    0  3072   0
1420   6200    2  3136    0  3072   0
1421   6456    2  3264    0  3200   0
1422   6456    2  3264    0  3200   0
1423   6712    2  3392    0  3328   0
1424   6712    2  3392    0  3328   0
1425   6712    2  3392    0  3328   0
1426   6968    2  3520    0  3456   0
1427   6968    2  3520    0  3456   0
1428   7224    2  3648    0  3584   0
1429   7224    2  3648    0  3584   0
1430   7224    2  3648    0  3584   0
1431   7224    2  3648    0  3584   0
1432   7480    2  3776    0  3712   0
1433   7480    2  3776    0  3712   0
1434   7736    2  3904    0  3840   0
1435   7736    2  3904    0  3840   0
1436   7992    2  4032    0  3968   0
1437   7992    2  4032    0  3968   0
1438   8248    2  4160    0  4096   0
1439   8504    2  4288    0  4224   0
1440   7992    2  4032    0  3968   0
1441   8248    2  4160    0  4096   0
1442   8248    2  4160    0  4096   0
1443   8504    2  4288    0  4224   0
1444   8760    2  4416    0  4352   0
1445   8760    2  4416    0  4352   0
1446   9144    2  4608    0  4544   0
1447   9144    2  4608    0  4544   0
1448   9144    2  4608    0  4544   0
1449   9528    2  4800    0  4736   0
1450   9144    2  4608    0  4544   0
1451   9144    2  4608    0  4544   0
1452   9144    2  4608    0  4544   0
1453   9528    2  4800    0  4736   0
1454   9528    2  4800    0  4736   0
1455   9912    2  4992    0  4928   0
1456   9912    2  4992    0  4928   0
1457  10296    2  5184    0  5120   0
1458  10296    2  5184    0  5120   0
1459  10680    2  5376    0  5312   0
1460  10296    2  5184    0  5120   0
1461  10680    2  5376    0  5312   0
1462  10680    2  5376    0  5312   0
1463  11064    2  5568    0  5504   0
1464  11064    2  5568    0  5504   0
1465  11448    2  5760    0  5696   0
1466  11448    2  5760    0  5696   0
1467  11832    2  5952    0  5888   0
1468  11832    2  5952    0  5888   0
1469  12216    2  6144    0  6080   0
1470  11832    2  5952    0  5888   0
1471  11832    2  5952    0  5888   0
1472  12216    2  6144    0  6080   0
1473  12216    2  6144    0  6080   0
1474  12576    3  4224    0  4160   0
1475  12576    3  4224    0  4160   0
1476  12960    3  4352    0  4288   0
1477  12960    3  4352    0  4288   0
1478  13536    3  4544    0  4480   0
1479  13536    3  4544    0  4480   0
1480  12960    3  4352    0  4288   0
1481  13536    3  4544    0  4480   0
1482  13536    3  4544    0  4480   0
1483  14112    3  4736    0  4672   0
1484  14112    3  4736    0  4672   0
1485  14688    3  4928    0  4864   0
1486  14688    3  4928    0  4864   0
1487  14688    3  4928    0  4864   0
1488  15264    3  5120    0  5056   0
1489  15264    3  5120    0  5056   0
1490  14688    3  4928    0  4864   0
1491  14688    3  4928    0  4864   0
1492  15264    3  5120    0  5056   0
1493  15264    3  5120    0  5056   0
1494  15840    3  5312    0  5248   0
1495  15840    3  5312    0  5248   0
1496  16416    3  5504    0  5440   0
1497  16416    3  5504    0  5440   0
1498  16992    3  5696    0  5632   0
1499  16992    3  5696    0  5632   0
1500  15840    3  5312    0  5248   0
1501  15840    3  5312    0  5248   0
1502  16416    3  5504    0  5440   0
1503  16416    3  5504    0  5440   0
1504  16992    3  5696    0  5632   0
1505  16992    3  5696    0  5632   0
1506  17568    3  5888    0  5824   0
1507  17568    3  5888    0  5824   0
1508  18336    3  6144    0  6080   0
1509  18336    3  6144    0  6080   0
1510  16416    3  5504    0  5440   0
1511  16992    3  5696    0  5632   0
1512  16992    3  5696    0  5632   0
1513  17568    3  5888    0  5824   0
1514  17568    3  5888    0  5824   0
1515  18336    3  6144    0  6080   0
1516  18336    3  6144    0  6080   0
1517  19080    4  4800    0  4736   0
1518  19080    4  4800    0  4736   0
1519  19848    4  4992    0  4928   0
1520  18336    3  6144    0  6080   0
1521  19080    4  4800    0  4736   0
1522  19080    4  4800    0  4736   0
1523  19848    4  4992    0  4928   0
1524  19848    4  4992    0  4928   0
1525  20616    4  5184    0  5120   0
1526  20616    4  5184    0  5120   0
1527  20616    4  5184    0  5120   0
1528  21384    4  5376    0  5312   0
1529  21384    4  5376    0  5312   0
1530  19848    4  4992    0  4928   0
1531  20616    4  5184    0  5120   0
1532  21384    4  5376    0  5312   0
1533  21384    4  5376    0  5312   0
1534  22152    4  5568    0  5504   0
1535  22152    4  5568    0  5504   0
1536  22920    4  5760    0  5696   0
1537  22920    4  5760    0  5696   0
1538  23688    4  5952    0  5888   0
1539  23688    4  5952    0  5888   0
1540  22152    4  5568    0  5504   0
1541  22152    4  5568    0  5504   0
1542  22920    4  5760    0  5696   0
1543  22920    4  5760    0  5696   0
1544  23688    4  5952    0  5888   0
1545  24496    5  4928    0  4864   0
1546  24496    5  4928    0  4864   0
1547  25456    5  5120    0  5056   0
1548  25456    5  5120    0  5056   0
1549  25456    5  5120    0  5056   0
1550  23688    4  5952    0  5888   0
1551  24496    5  4928    0  4864   0
1552  24496    5  4928    0  4864   0
1553  25456    5  5120    0  5056   0
1554  25456    5  5120    0  5056   0
1555  26416    5  5312    0  5248   0
1556  26416    5  5312    0  5248   0
1557  27376    5  5504    0  5440   0
1558  27376    5  5504    0  5440   0
1559  28336    5  5696    0  5632   0
1560  25456    5  5120    0  5056   0
1561  26416    5  5312    0  5248   0
1562  26416    5  5312    0  5248   0
1563  27376    5  5504    0  5440   0
1564  27376    5  5504    0  5440   0
1565  28336    5  5696    0  5632   0
1566  28336    5  5696    0  5632   0
1567  29296    5  5888    0  5824   0
1568  29296    5  5888    0  5824   0
1569  30576    5  6144    0  6080   0
1570  27376    5  5504    0  5440   0
1571  28336    5  5696    0  5632   0
1572  28336    5  5696    0  5632   0
1573  29296    5  5888    0  5824   0
1574  29296    5  5888    0  5824   0
1575  30576    5  6144    0  6080   0
1576  30576    5  6144    0  6080   0
1577  31704    6  5312    0  5248   0
1578  31704    6  5312    0  5248   0
1579  32856    6  5504    0  5440   0
1580  29296    5  5888    0  5824   0
1581  29296    5  5888    0  5824   0
1582  30576    5  6144    0  6080   0
1583  30576    5  6144    0  6080   0
1584  31704    6  5312    0  5248   0
1585  31704    6  5312    0  5248   0
1586  32856    6  5504    0  5440   0
1587  32856    6  5504    0  5440   0
1588  34008    6  5696    0  5632   0
1589  34008    6  5696    0  5632   0
1590  31704    6  5312    0  5248   0
1591  31704    6  5312    0  5248   0
1592  32856    6  5504    0  5440   0
1593  32856    6  5504    0  5440   0
1594  34008    6  5696    0  5632   0
1595  34008    6  5696    0  5632   0
1596  35160    6  5888    0  5824   0
1597  35160    6  5888    0  5824   0
1598  36696    6  6144    0  6080   0
1599  36696    6  6144    0  6080   0
1600  32856    6  5504    0  5440   0
1601  32856    6  5504    0  5440   0
1602  34008    6  5696    0  5632   0
1603  34008    6  5696    0  5632   0
1604  35160    6  5888    0  5824   0
1605  35160    6  5888    0  5824   0
1606  36696    6  6144    0  6080   0
1607  36696    6  6144    0  6080   0
1608  37888    7  5440    0  5376   0
1609  37888    7  5440    0  5376   0
1610  37888    7  5440    0  5376   0
1611  37888    7  5440    0  5376   0
1612  39232    7  5632    0  5568   0
1613  40576    7  5824    0  5760   0
